Country,Age,Employment,EdLevel,DevCategory,DevType,CompTotal,CompRange
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",85000.0,50k-100k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",34000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",54000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, mobile",58000.0,50k-100k
Finland,45-54,Employed,Bachelor,Software Development Roles,"Developer, back-end",77500.0,50k-100k
France,45-54,Employed,PhD,Specialized Technical Roles,Hardware Engineer,45000.0,0-50k
Netherlands,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",48000.0,0-50k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",75312.76595744681,50k-100k
France,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",28300.0,0-50k
France,35-44,Employed,Master,Software Development Roles,"Developer, front-end",61573.302305721605,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",41400.0,0-50k
Spain,35-44,Employed,PhD,Data Science and Analysis Roles,Data or business analyst,50000.0,50k-100k
Netherlands,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,53144.0,50k-100k
Austria,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",72800.0,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",75647.9641025641,50k-100k
Germany,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Belgium,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",68326.91558441559,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
Lithuania,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",26000.0,0-50k
France,35-44,Employed,Master,Software Development Roles,"Developer, back-end",67000.0,50k-100k
Netherlands,25-34,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,88800.0,50k-100k
Italy,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",25000.0,0-50k
Spain,55-64,Employed,PhD,Other Professional Roles,"Developer, game or graphics",40000.0,0-50k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",58.0,0-50k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",250000.0,200k-500k
Spain,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",32000.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",80975.01548387097,50k-100k
Netherlands,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,59000.0,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, embedded applications or devices",84000.0,50k-100k
Belgium,35-44,Employed,Master,Software Development Roles,"Developer, front-end",120000.0,100k-200k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",52000.0,50k-100k
Netherlands,18-24,Employed,PhD,Software Development Roles,"Developer, back-end",21400.0,0-50k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",66000.0,50k-100k
Latvia,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",50050.0,50k-100k
Germany,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,90000.0,50k-100k
Finland,25-34,Employed,PhD,Software Development Roles,"Developer, embedded applications or devices",65000.0,50k-100k
Germany,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,90000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",54000.0,50k-100k
France,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering","Engineer, site reliability",200000.0,200k-500k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
Greece,45-54,Employed,PhD,Software Development Roles,"Developer, desktop or enterprise applications",25000.0,0-50k
France,45-54,Freelancer,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",86000.0,50k-100k
Netherlands,55-64,Freelancer,PhD,Software Development Roles,"Developer, back-end",59515.491228070176,50k-100k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",38000.0,0-50k
Ireland,35-44,Employed,Bachelor,Data Science and Analysis Roles,Data scientist or machine learning specialist,85000.0,50k-100k
Portugal,45-54,Employed,PhD,Data Science and Analysis Roles,Data scientist or machine learning specialist,90000.0,50k-100k
Ireland,45-54,Employed,Master,Software Development Roles,"Developer, mobile",102727.61627906976,100k-200k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, full-stack",66000.0,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",75312.76595744681,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",75000.0,50k-100k
Greece,35-44,Freelancer,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,80000.0,50k-100k
Portugal,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",40500.0,0-50k
France,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",95000.0,50k-100k
Spain,55-64,Freelancer,PhD,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",80000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, embedded applications or devices",45000.0,0-50k
Germany,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",44400.0,0-50k
Ireland,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",70000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",39000.0,0-50k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",53000.0,50k-100k
Spain,45-54,Employed,Bachelor,Software Development Roles,"Developer, full-stack",57486.9186351706,50k-100k
Croatia,35-44,Employed,Master,Software Development Roles,"Developer, back-end",15000.0,0-50k
Ireland,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",130000.0,100k-200k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Portugal,18-24,Employed,Bachelor,Software Development Roles,"Developer, back-end",26680.0,0-50k
Netherlands,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",80000.0,50k-100k
France,35-44,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,60000.0,50k-100k
Germany,55-64,Employed,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
Germany,35-44,Freelancer,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",75312.76595744681,50k-100k
Portugal,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",18200.0,0-50k
Italy,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",35000.0,0-50k
France,18-24,Employed,Master,Software Development Roles,"Developer, desktop or enterprise applications",26000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",70000.0,50k-100k
Netherlands,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",110000.0,100k-200k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",85000.0,50k-100k
Spain,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",29000.0,0-50k
Germany,25-34,Employed,Master,Data Science and Analysis Roles,Data scientist or machine learning specialist,84000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",68000.0,50k-100k
Spain,35-44,Employed,Master,Software Development Roles,"Developer, full-stack",61000.0,50k-100k
Slovakia,35-44,Employed,Master,Software Development Roles,"Developer, back-end",30000.0,0-50k
Portugal,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",59052.09756097561,50k-100k
Slovakia,35-44,Employed,PhD,"Academic, Educational, and Research Roles",Academic researcher,65000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, mobile",70000.0,50k-100k
Germany,25-34,Employed,Master,"Management, Leadership, and Advocacy Roles",Project manager,80000.0,50k-100k
Spain,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",57486.9186351706,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, back-end",67000.0,50k-100k
Netherlands,55-64,Employed,Bachelor,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Luxembourg,45-54,Freelancer,Bachelor,Data Science and Analysis Roles,Data or business analyst,114000.0,100k-200k
Germany,25-34,Employed,Bachelor,Data Science and Analysis Roles,Data scientist or machine learning specialist,105000.0,100k-200k
Lithuania,25-34,Employed,Bachelor,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,4500.0,0-50k
Germany,55-64,Freelancer,PhD,Data Science and Analysis Roles,Data or business analyst,149000.0,100k-200k
Belgium,18-24,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,68326.91558441559,50k-100k
Germany,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",Cloud infrastructure engineer,90000.0,50k-100k
Spain,45-54,Employed,PhD,Software Development Roles,"Developer, back-end",41000.0,0-50k
Italy,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Spain,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",41000.0,0-50k
Portugal,35-44,Employed,Master,"DevOps, Cloud, and Site Reliability Engineering",DevOps specialist,60000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",90000.0,50k-100k
Finland,45-54,Employed,Master,Software Development Roles,"Developer, full-stack",90000.0,50k-100k
Italy,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, front-end",55000.0,50k-100k
Germany,35-44,Freelancer,Master,"DevOps, Cloud, and Site Reliability Engineering",System administrator,65000.0,50k-100k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, full-stack",90000.0,50k-100k
Italy,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Belgium,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",60000.0,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",180000.0,100k-200k
France,18-24,Employed,Master,Software Development Roles,"Developer, full-stack",45000.0,0-50k
France,25-34,Freelancer,Master,Software Development Roles,"Developer, full-stack",90000.0,50k-100k
France,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",41000.0,0-50k
Spain,35-44,Employed,Bachelor,Software Development Roles,"Developer, full-stack",40000.0,0-50k
Belgium,55-64,Freelancer,Master,"Academic, Educational, and Research Roles",Educator,68326.91558441559,50k-100k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",85000.0,50k-100k
France,25-34,Freelancer,Bachelor,"Academic, Educational, and Research Roles",Educator,30000.0,0-50k
Germany,25-34,Employed,Master,Other Professional Roles,"Developer, game or graphics",60000.0,50k-100k
Portugal,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",80000.0,50k-100k
Netherlands,45-54,Freelancer,PhD,Software Development Roles,"Developer, front-end",3600.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, mobile",63000.0,50k-100k
Spain,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",29000.0,0-50k
Spain,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",40000.0,0-50k
Germany,25-34,Employed,PhD,Software Development Roles,"Developer, back-end",50000.0,50k-100k
Netherlands,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",60000.0,50k-100k
Portugal,35-44,Employed,Bachelor,"Management, Leadership, and Advocacy Roles",Engineering manager,70000.0,50k-100k
France,18-24,Employed,Bachelor,Software Development Roles,"Developer, full-stack",42000.0,0-50k
Germany,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",51000.0,50k-100k
Austria,25-34,Employed,Bachelor,Software Development Roles,"Developer, back-end",70000.0,50k-100k
Malta,25-34,Employed,Bachelor,Software Development Roles,"Developer, front-end",52777.77777777778,50k-100k
Spain,25-34,Employed,Bachelor,Software Development Roles,"Developer, full-stack",55000.0,50k-100k
Germany,45-54,Freelancer,Master,Software Development Roles,"Developer, desktop or enterprise applications",80975.01548387097,50k-100k
Netherlands,35-44,Employed,Bachelor,Software Development Roles,"Developer, back-end",80000.0,50k-100k
Germany,25-34,Freelancer,Bachelor,Software Development Roles,"Developer, mobile",60000.0,50k-100k
France,25-34,Employed,Master,Software Development Roles,"Developer, full-stack",61573.302305721605,50k-100k
Finland,64+,Retired,PhD,Software Development Roles,"Developer, embedded applications or devices",65061.90476190476,50k-100k
Germany,35-44,Employed,Bachelor,Software Development Roles,"Developer, desktop or enterprise applications",62000.0,50k-100k
France,35-44,Employed,PhD,Software Development Roles,"Developer, full-stack",67008.79096045198,50k-100k
Germany,25-34,Employed,Master,Software Development Roles,"Developer, back-end",80975.01548387097,50k-100k
France,25-34,Employed,Master,"Academic, Educational, and Research Roles",Academic researcher,20000.0,0-50k
France,35-44,Freelancer,Master,Software Development Roles,"Developer, full-stack",50000.0,50k-100k
Germany,35-44,Employed,PhD,Specialized Technical Roles,Database administrator,91367.40076335878,50k-100k
Italy,35-44,Employed,Master,"Management, Leadership, and Advocacy Roles","Senior Executive (C-Suite, VP, etc.)",51639.30034129693,50k-100k
